Entry	Entry Name	Protein names	Gene Names	Organism	Length
Q47140	HCAF_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	Escherichia coli (strain K12)	172
Q47141	HCAR_ECOLI	Hca operon transcriptional activator HcaR	hcaR phdR yfhT b2537 JW2521	Escherichia coli (strain K12)	296
Q47157	YAFO_ECOLI	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	yafO b0233 JW0223	Escherichia coli (strain K12)	132
Q47537	TAUA_ECOLI	Taurine-binding periplasmic protein (Sulfate starvation-induced protein 1) (SSI1)	tauA ssiA yaiR b0365 JW0357	Escherichia coli (strain K12)	320
Q47538	TAUB_ECOLI	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	tauB ssiB yaiQ b0366 JW0358	Escherichia coli (strain K12)	255
Q47690	MMUM_ECOLI	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	mmuM yagD b0261 JW0253	Escherichia coli (strain K12)	310
A5A618	YNHF_ECOLI	Uncharacterized protein YnhF	ynhF b4602 JW1649.1	Escherichia coli (strain K12)	29
C1P607	IBSA_ECOLI	Small toxic protein IbsA	ibsA b4667 JW2058.1	Escherichia coli (strain K12)	19
C1P615	IBSC_ECOLI	Small toxic protein IbsC	ibsC b4665 JW2879.1	Escherichia coli (strain K12)	19
C1P616	IBSD_ECOLI	Small toxic protein IbsD	ibsD b4664 JW3023.1	Escherichia coli (strain K12)	19
C1P617	IBSE_ECOLI	Small toxic protein IbsE	ibsE b4666 JW3023.2	Escherichia coli (strain K12)	19
O52982	YFJS_ECOLI	Lipoprotein YfjS	yfjS b2636 JW5921	Escherichia coli (strain K12)	147
P00960	SYGA_ECOLI	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ glyS(A) b3560 JW3531	Escherichia coli (strain K12)	303
P03012	TNR1_ECOLI	Transposon gamma-delta resolvase (Transposon Tn1000 resolvase)	tnpR ECOK12F009	Escherichia coli (strain K12)	183
P03030	LYSR_ECOLI	Transcriptional activator protein LysR	lysR b2839 JW2807	Escherichia coli (strain K12)	311
P03813	YGEA_ECOLI	Broad specificity amino-acid racemase YgeA (EC 5.1.1.10)	ygeA b2840 JW2808	Escherichia coli (strain K12)	230
P03825	GSPB_ECOLI	Putative general secretion pathway protein B	gspB pinO pioO pno b3322 JW3284	Escherichia coli (strain K12)	139
P03856	REPE1_ECOLI	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045	Escherichia coli (strain K12)	251
P04128	FIMA1_ECOLI	Type-1 fimbrial protein, A chain (Type-1A pilin)	fimA pilA b4314 JW4277	Escherichia coli (strain K12)	182
P04949	FLIC_ECOLI	Flagellin	fliC flaF hag b1923 JW1908	Escherichia coli (strain K12)	498
P05052	APPY_ECOLI	HTH-type transcriptional regulator AppY (M5 polypeptide)	appY b0564 JW0553	Escherichia coli (strain K12)	249
P05827	ILVY_ECOLI	HTH-type transcriptional regulator IlvY	ilvY b3773 JW3746	Escherichia coli (strain K12)	297
P05847	TTDA_ECOLI	L(+)-tartrate dehydratase subunit alpha (L-TTD alpha) (EC 4.2.1.32)	ttdA ygjA b3061 JW3033	Escherichia coli (strain K12)	303
P06282	CDH_ECOLI	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	cdh b3918 JW3889	Escherichia coli (strain K12)	251
P06615	REDF_ECOLI	Resolvase (Protein D)	resD D ECOK12F044	Escherichia coli (strain K12)	268
P06846	EBGR_ECOLI	HTH-type transcriptional regulator EbgR (Ebg operon repressor)	ebgR b3075 JW3046	Escherichia coli (strain K12)	327
P06966	DICA_ECOLI	HTH-type transcriptional regulator DicA (Repressor protein of division inhibition gene dicA)	dicA b1570 JW1562	Escherichia coli (strain K12)	135
P07000	PLDB_ECOLI	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	pldB b3825 JW5584	Escherichia coli (strain K12)	340
P07026	SDIA_ECOLI	Regulatory protein SdiA	sdiA b1916 JW1901	Escherichia coli (strain K12)	240
P07654	PSTA_ECOLI	Phosphate transport system permease protein PstA	pstA phoT b3726 JW3704	Escherichia coli (strain K12)	296
P08550	CVPA_ECOLI	Colicin V production protein (Protein DedE) (Pur regulon 18 kDa protein)	cvpA dedE b2313 JW2310	Escherichia coli (strain K12)	162
P08555	DSDX_ECOLI	D-serine transporter DsdX	dsdX orf445 yfdA yfdD b2365 JW2362	Escherichia coli (strain K12)	445
P08997	MASY_ECOLI	Malate synthase A (MSA) (EC 2.3.3.9)	aceB mas b4014 JW3974	Escherichia coli (strain K12)	533
P09126	HEM4_ECOLI	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD b3804 JW3776	Escherichia coli (strain K12)	246
P09155	RND_ECOLI	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd b1804 JW1793	Escherichia coli (strain K12)	375
P09163	YJAB_ECOLI	Peptidyl-lysine N-acetyltransferase YjaB (EC 2.3.1.-) (KAT)	yjaB b4012 JW3972	Escherichia coli (strain K12)	147
P09424	MTLD_ECOLI	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD b3600 JW3574	Escherichia coli (strain K12)	382
P09833	MODC_ECOLI	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)	modC chlD narD b0765 JW0748	Escherichia coli (strain K12)	352
P0A6G3	PNCC_ECOLI	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)	pncC ygaD b2700 JW2670	Escherichia coli (strain K12)	165
P0A6G5	CITX_ECOLI	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)	citX ybdU b0614 JW0606	Escherichia coli (strain K12)	183
P0A6L7	UXAB_ECOLI	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB b1521 JW1514	Escherichia coli (strain K12)	483
P0A6P7	ENGB_ECOLI	Probable GTP-binding protein EngB	engB yihA b3865 JW5930	Escherichia coli (strain K12)	210
P0A6S0	FLGH_ECOLI	Flagellar L-ring protein (Basal body L-ring protein)	flgH fla FVIII flaY b1079 JW5153	Escherichia coli (strain K12)	232
P0A6W0	GLSA2_ECOLI	Glutaminase 2 (EC 3.5.1.2)	glsA2 yneH b1524 JW1517	Escherichia coli (strain K12)	308
P0A6W5	GREA_ECOLI	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA b3181 JW3148	Escherichia coli (strain K12)	158
P0A7A2	GPMB_ECOLI	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	gpmB ytjC b4395 JW4358	Escherichia coli (strain K12)	215
P0A7C6	PEPE_ECOLI	Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)	pepE b4021 JW3981	Escherichia coli (strain K12)	229
P0A7H6	RECR_ECOLI	Recombination protein RecR	recR b0472 JW0461	Escherichia coli (strain K12)	201
P0A7P5	RL34_ECOLI	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	rpmH rimA ssaF b3703 JW3680	Escherichia coli (strain K12)	46
P0A823	SFSA_ECOLI	Sugar fermentation stimulation protein A	sfsA sfs1 b0146 JW0142	Escherichia coli (strain K12)	234
P0A867	TALA_ECOLI	Transaldolase A (EC 2.2.1.2)	talA b2464 JW2448	Escherichia coli (strain K12)	316
P0A8B5	YBAB_ECOLI	Nucleoid-associated protein YbaB	ybaB b0471 JW0460	Escherichia coli (strain K12)	109
P0A8C8	YIDD_ECOLI	Putative membrane protein insertion efficiency factor	yidD b4557 JW3682	Escherichia coli (strain K12)	85
P0A8D0	NRDR_ECOLI	Transcriptional repressor NrdR	nrdR ybaD b0413 JW0403	Escherichia coli (strain K12)	149
P0A8G3	UXAC_ECOLI	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC ygjX ygjY ygjZ b3092 JW3063	Escherichia coli (strain K12)	470
P0A8I3	YAAA_ECOLI	DNA-binding and peroxide stress resistance protein YaaA (UPF0246 protein YaaA)	yaaA b0006 JW0005	Escherichia coli (strain K12)	258
P0A8P3	FETP_ECOLI	Probable Fe(2+)-trafficking protein	yggX b2962 JW2929	Escherichia coli (strain K12)	91
P0A8R9	HDFR_ECOLI	HTH-type transcriptional regulator HdfR (H-NS-dependent flhDC regulator)	hdfR pssR yifA yifD b4480 JW5607	Escherichia coli (strain K12)	279
P0A8S5	USPB_ECOLI	Universal stress protein B	uspB yhiO b3494 JW3461	Escherichia coli (strain K12)	111
P0A8U0	SYDP_ECOLI	Protein Syd	syd ydr b2793 JW2764	Escherichia coli (strain K12)	181
P0A8Z0	YCIA_ECOLI	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	yciA b1253 JW1245	Escherichia coli (strain K12)	132
P0A901	BLC_ECOLI	Outer membrane lipoprotein Blc	blc yjeL b4149 JW4110	Escherichia coli (strain K12)	177
P0A915	OMPW_ECOLI	Outer membrane protein W	ompW yciD b1256 JW1248	Escherichia coli (strain K12)	212
P0A917	OMPX_ECOLI	Outer membrane protein X	ompX ybiG b0814 JW0799	Escherichia coli (strain K12)	171
P0A930	WZA_ECOLI	Putative polysaccharide export protein Wza	wza b2062 JW2047	Escherichia coli (strain K12)	379
P0A932	GFCE_ECOLI	Putative polysaccharide export protein GfcE (Group 4 capsule protein E homolog)	gfcE yccZ b0983 JW0966	Escherichia coli (strain K12)	379
P0A9E9	YEIL_ECOLI	Regulatory protein YeiL	yeiL nsr b2163 JW2150	Escherichia coli (strain K12)	219
P0A9F6	GCVA_ECOLI	Glycine cleavage system transcriptional activator (Gcv operon activator)	gcvA b2808 JW2779	Escherichia coli (strain K12)	305
P0A9F9	METR_ECOLI	HTH-type transcriptional regulator MetR	metR b3828 JW3804	Escherichia coli (strain K12)	317
P0A9G2	NHAR_ECOLI	Transcriptional activator protein NhaR (Na(+)/H(+) antiporter regulatory protein)	nhaR antO b0020 JW0019	Escherichia coli (strain K12)	301
P0A9I3	GCVR_ECOLI	Glycine cleavage system transcriptional repressor (gcv operon repressor)	gcvR yffD b2479 JW2464	Escherichia coli (strain K12)	190
P0A9I8	NIRD_ECOLI	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	nirD b3366 JW3329	Escherichia coli (strain K12)	108
P0A9N0	PTSO_ECOLI	Phosphocarrier protein NPr (Nitrogen-related HPr)	ptsO npr rpoR yhbK b3206 JW3173	Escherichia coli (strain K12)	90
P0A9T4	TAS_ECOLI	Protein tas	tas ygdS b2834 JW2802	Escherichia coli (strain K12)	346
P0A9U6	PUUR_ECOLI	HTH-type transcriptional regulator PuuR	puuR ycjC b1299 JW1292	Escherichia coli (strain K12)	185
P0AA57	YOBA_ECOLI	Protein YobA	yobA b1841 JW1830	Escherichia coli (strain K12)	124
P0AA73	YHBE_ECOLI	Uncharacterized inner membrane transporter YhbE	yhbE b3184 JW3151	Escherichia coli (strain K12)	321
P0AA82	CODB_ECOLI	Cytosine permease	codB b0336 JW0327	Escherichia coli (strain K12)	419
P0AA99	YAFK_ECOLI	Putative L,D-transpeptidase YafK (EC 2.-.-.-)	yafK b0224 JW0214	Escherichia coli (strain K12)	246
P0AAB2	WZB_ECOLI	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	wzb b2061 JW2046	Escherichia coli (strain K12)	147
P0AAB6	GALF_ECOLI	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	galF wcaN b2042 JW2027	Escherichia coli (strain K12)	297
P0AAB8	USPD_ECOLI	Universal stress protein D	uspD yiiT b3923 JW3894	Escherichia coli (strain K12)	142
P0AAE2	PROY_ECOLI	Proline-specific permease ProY	proY yajM b0402 JW5055	Escherichia coli (strain K12)	457
P0AAG3	GLTL_ECOLI	Glutamate/aspartate import ATP-binding protein GltL (EC 7.4.2.1)	gltL b0652 JW0647	Escherichia coli (strain K12)	241
P0AAI1	SSUB_ECOLI	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	ssuB ycbE b0933 JW0916	Escherichia coli (strain K12)	255
P0AAI9	FABD_ECOLI	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD tfpA b1092 JW1078	Escherichia coli (strain K12)	309
P0AAJ1	YNFG_ECOLI	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)	ynfG b1589 JW1581	Escherichia coli (strain K12)	205
P0AAK7	NRFC_ECOLI	Protein NrfC	nrfC yjcJ b4072 JW4033	Escherichia coli (strain K12)	223
P0AAP3	FRMR_ECOLI	Transcriptional repressor FrmR	frmR yaiN b0357 JW0348	Escherichia coli (strain K12)	91
P0AAR0	TOMB_ECOLI	Hha toxicity modulator TomB (Toxin overexpression modulator in biofilms)	tomB ybaJ b0461 JW0450	Escherichia coli (strain K12)	124
P0AAS7	YBCJ_ECOLI	Putative RNA-binding protein YbcJ	ybcJ b0528 JW5070	Escherichia coli (strain K12)	70
P0AAV4	PXPB_ECOLI	5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B)	pxpB ybgJ b0711 JW0701	Escherichia coli (strain K12)	218
P0AAX6	MCBA_ECOLI	Uncharacterized protein McbA (MqsR-controlled colanic acid and biofilm protein A)	mcbA ybiM b0806 JW5106	Escherichia coli (strain K12)	86
P0AAY6	YBJN_ECOLI	Uncharacterized protein YbjN	ybjN b0853 JW0837	Escherichia coli (strain K12)	158
P0AB01	ELYC_ECOLI	Envelope biogenesis factor ElyC (Elevated frequency of lysis)	elyC ycbC b0920 JW0903	Escherichia coli (strain K12)	259
P0AB20	HSPQ_ECOLI	Heat shock protein HspQ	hspQ yccV b0966 JW5970	Escherichia coli (strain K12)	105
P0AB28	YCED_ECOLI	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)	yceD g30k b1088 JW1074	Escherichia coli (strain K12)	173
P0AB33	BSSS_ECOLI	Biofilm regulator BssS	bssS yceP b1060 JW5152	Escherichia coli (strain K12)	84
P0AB96	ARSC_ECOLI	Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	arsC arsG b3503 JW3470	Escherichia coli (strain K12)	141
P0ABC0	ATPZ_ECOLI	ATP synthase protein I	atpI uncI b3739 JW5611	Escherichia coli (strain K12)	126
P0ABD1	YEAV_ECOLI	Uncharacterized transporter YeaV	yeaV b1801 JW5293	Escherichia coli (strain K12)	481
P0ABE2	BOLA_ECOLI	DNA-binding transcriptional regulator BolA	bolA b0435 JW5060	Escherichia coli (strain K12)	105
P0ABH4	MRED_ECOLI	Rod shape-determining protein MreD	mreD b3249 JW3218	Escherichia coli (strain K12)	162
P0ABL5	NAPC_ECOLI	Cytochrome c-type protein NapC	napC yejX b2202 JW2190	Escherichia coli (strain K12)	200
P0ABL8	CCMB_ECOLI	Heme exporter protein B (Cytochrome c-type biogenesis protein CcmB)	ccmB yejV b2200 JW2188	Escherichia coli (strain K12)	220
P0ABM5	CCMD_ECOLI	Heme exporter protein D (Cytochrome c-type biogenesis protein CcmD)	ccmD yojM b2198 JW2186	Escherichia coli (strain K12)	69
P0ABP6	DEDA_ECOLI	Protein DedA (Protein DSG-1)	dedA b2317 JW2314	Escherichia coli (strain K12)	219
P0ABW3	YFAE_ECOLI	Uncharacterized ferredoxin-like protein YfaE	yfaE b2236 JW2230	Escherichia coli (strain K12)	84
P0ABW5	SFMA_ECOLI	Uncharacterized fimbrial-like protein SfmA (Type-1A pilin)	sfmA b0530 JW0519	Escherichia coli (strain K12)	180
P0ABW9	FLGB_ECOLI	Flagellar basal body rod protein FlgB (Putative proximal rod protein)	flgB fla FII flbA b1073 JW1060	Escherichia coli (strain K12)	138
P0ABX2	FLGC_ECOLI	Flagellar basal-body rod protein FlgC (Putative proximal rod protein)	flgC fla FIII flaW b1074 JW1061	Escherichia coli (strain K12)	134
P0ABX5	FLGG_ECOLI	Flagellar basal-body rod protein FlgG (Distal rod protein)	flgG fla FVII flaL b1078 JW1065	Escherichia coli (strain K12)	260
P0ABX8	FLIL_ECOLI	Flagellar protein FliL	fliL cheC1 fla AI fla QI b1944 JW1928	Escherichia coli (strain K12)	154
P0AC05	FLIP_ECOLI	Flagellar biosynthetic protein FliP	fliP flaR b1948 JW1932	Escherichia coli (strain K12)	245
P0AC07	FLIQ_ECOLI	Flagellar biosynthetic protein FliQ	fliQ flaQ b1949 JW1933	Escherichia coli (strain K12)	89
P0AC26	NIRC_ECOLI	Nitrite transporter NirC	nirC b3367 JW3330	Escherichia coli (strain K12)	268
P0AC35	TTDB_ECOLI	L(+)-tartrate dehydratase subunit beta (L-TTD beta) (EC 4.2.1.32)	ttdB ygjB b3062 JW3034	Escherichia coli (strain K12)	201
P0AC59	GLRX2_ECOLI	Glutaredoxin 2 (Grx2)	grxB b1064 JW1051	Escherichia coli (strain K12)	215
P0AC65	NRDH_ECOLI	Glutaredoxin-like protein NrdH	nrdH ygaN b2673 JW2648	Escherichia coli (strain K12)	81
P0AC92	GNSA_ECOLI	Protein GnsA	gnsA yccL b4517 JW0976	Escherichia coli (strain K12)	57
P0AC96	GNTU_ECOLI	Low-affinity gluconate transporter (Gluconate permease) (Gnt-I system)	gntU b4476 JW5686	Escherichia coli (strain K12)	446
P0ACA1	YIBF_ECOLI	Uncharacterized GST-like protein YibF	yibF b3592 JW3565	Escherichia coli (strain K12)	202
P0ACB7	HEMY_ECOLI	Protein HemY	hemY b3802 JW3774	Escherichia coli (strain K12)	398
P0ACC9	WCAB_ECOLI	Putative colanic acid biosynthesis acetyltransferase WcaB (EC 2.3.1.-)	wcaB b2058 JW2043	Escherichia coli (strain K12)	162
P0ACD2	WCAF_ECOLI	Putative colanic acid biosynthesis acetyltransferase WcaF (EC 2.3.1.-)	wcaF b2054 JW2039	Escherichia coli (strain K12)	182
P0ACH8	MELR_ECOLI	Melibiose operon regulatory protein	melR b4118 JW4079	Escherichia coli (strain K12)	302
P0ACI6	ASNC_ECOLI	Regulatory protein AsnC	asnC b3743 JW3721	Escherichia coli (strain K12)	152
P0ACJ5	DECR_ECOLI	DNA-binding transcriptional activator DecR	decR ybaO b0447 JW0437	Escherichia coli (strain K12)	152
P0ACK2	AGAR_ECOLI	Putative aga operon transcriptional repressor	agaR yhaW b3131 JW3100	Escherichia coli (strain K12)	269
P0ACK5	DEOR_ECOLI	Deoxyribose operon repressor	deoR nucR b0840 JW0824	Escherichia coli (strain K12)	252
P0ACK8	FUCR_ECOLI	L-fucose operon activator	fucR b2805 JW2776	Escherichia coli (strain K12)	243
P0ACL0	GLPR_ECOLI	Glycerol-3-phosphate regulon repressor	glpR b3423 JW3386	Escherichia coli (strain K12)	252
P0ACL9	PDHR_ECOLI	Pyruvate dehydrogenase complex repressor	pdhR aceC genA yacB b0113 JW0109	Escherichia coli (strain K12)	254
P0ACN7	CYTR_ECOLI	HTH-type transcriptional repressor CytR	cytR b3934 JW3905	Escherichia coli (strain K12)	341
P0ACP5	GNTR_ECOLI	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)	gntR b3438 JW5946	Escherichia coli (strain K12)	331
P0ACQ7	TDCA_ECOLI	HTH-type transcriptional regulator TdcA (Tdc operon transcriptional activator)	tdcA b3118 JW3089	Escherichia coli (strain K12)	312
P0ACR0	ALLS_ECOLI	HTH-type transcriptional activator AllS	allS glxA1 ybbS b0504 JW0492	Escherichia coli (strain K12)	308
P0ACS7	RPIR_ECOLI	HTH-type transcriptional regulator RpiR (Als operon repressor)	rpiR alsR yjcY b4089 JW4050	Escherichia coli (strain K12)	296
P0ACT2	ENVR_ECOLI	Probable acrEF/envCD operon repressor	envR yhdK b3264 JW3232	Escherichia coli (strain K12)	220
P0ACT6	UIDR_ECOLI	HTH-type transcriptional regulator UidR (Gus operon repressor) (Uid operon repressor)	uidR gusR b1618 JW1610	Escherichia coli (strain K12)	196
P0ACX3	YDHR_ECOLI	Putative monooxygenase YdhR (EC 1.-.-.-)	ydhR b1667 JW1657	Escherichia coli (strain K12)	101
P0ACX5	FUMD_ECOLI	Fumarase D (EC 4.2.1.2)	fumD ydhZ b1675 JW1665	Escherichia coli (strain K12)	69
P0ACY1	YDJA_ECOLI	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)	ydjA b1765 JW1754	Escherichia coli (strain K12)	183
P0ACZ2	ETP_ECOLI	Low molecular weight protein-tyrosine-phosphatase Etp (EC 3.1.3.48)	etp yccY b0982 JW5132	Escherichia coli (strain K12)	148
P0AD03	YEBS_ECOLI	Intermembrane transport protein YebS	yebS b1833 JW1822	Escherichia coli (strain K12)	427
P0ADB4	ECNA_ECOLI	Entericidin A	ecnA b4410 JW5737	Escherichia coli (strain K12)	41
P0ADB7	ECNB_ECOLI	Entericidin B	ecnB yjeU b4411 JW4108	Escherichia coli (strain K12)	48
P0ADE8	YGFZ_ECOLI	tRNA-modifying protein YgfZ	ygfZ yzzW b2898 JW2866	Escherichia coli (strain K12)	326
P0ADH5	FIMB_ECOLI	Type 1 fimbriae regulatory protein FimB	fimB b4312 JW4275	Escherichia coli (strain K12)	200
P0ADH7	FIME_ECOLI	Type 1 fimbriae regulatory protein FimE	fimE b4313 JW4276	Escherichia coli (strain K12)	198
P0ADI0	PINR_ECOLI	Serine recombinase PinR (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinR) (Putative DNA-invertase from lambdoid prophage Rac) (Site-specific recombinase PinR)	pinR ynaD b1374 JW1368	Escherichia coli (strain K12)	196
P0ADN0	VIAA_ECOLI	Protein ViaA (VWA domain protein interacting with AAA ATPase)	viaA yieD yieM b3745 JW5610	Escherichia coli (strain K12)	483
P0ADN2	YIFE_ECOLI	UPF0438 protein YifE	yifE b3764 JW3737	Escherichia coli (strain K12)	112
P0ADQ2	FABY_ECOLI	Probable acyltransferase FabY (EC 2.3.1.-)	fabY yiiD b3888 JW3859	Escherichia coli (strain K12)	329
P0ADQ7	YGAM_ECOLI	Uncharacterized protein YgaM	ygaM b2672 JW2647	Escherichia coli (strain K12)	109
P0ADT5	YGIC_ECOLI	Putative acid--amine ligase YgiC (EC 6.3.1.-)	ygiC b3038 JW3006	Escherichia coli (strain K12)	386
P0ADU5	YGIW_ECOLI	Protein YgiW	ygiW b3024 JW2992	Escherichia coli (strain K12)	130
P0ADW6	YHCC_ECOLI	Protein YhcC	yhcC b3211 JW3178	Escherichia coli (strain K12)	309
P0ADX9	RSMD_ECOLI	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171) (16S rRNA m2G966 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmD yhhF b3465 JW3430	Escherichia coli (strain K12)	198
P0AE26	ARAH_ECOLI	L-arabinose transport system permease protein AraH	araH b4460 JW1887	Escherichia coli (strain K12)	328
P0AE30	ARTM_ECOLI	Arginine ABC transporter permease protein ArtM	artM b0861 JW0845	Escherichia coli (strain K12)	222
P0AE34	ARTQ_ECOLI	Arginine ABC transporter permease protein ArtQ	artQ b0862 JW0846	Escherichia coli (strain K12)	238
P0AE37	ASTA_ECOLI	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)	astA ydjV b1747 JW1736	Escherichia coli (strain K12)	344
P0AE39	YPDB_ECOLI	Transcriptional regulatory protein YpdB	ypdB b2381 JW2378	Escherichia coli (strain K12)	244
P0AE45	PAEA_ECOLI	Polyamine export protein	paeA ytfL b4218 JW4177	Escherichia coli (strain K12)	447
P0AE56	BFD_ECOLI	Bacterioferritin-associated ferredoxin (Bfd)	bfd yheA b3337 JW3299	Escherichia coli (strain K12)	64
P0AE60	CEDA_ECOLI	Cell division activator CedA	cedA ydjP b1731 JW1720	Escherichia coli (strain K12)	80
P0AE95	CSGE_ECOLI	Curli production assembly/transport component CsgE	csgE b1039 JW1022	Escherichia coli (strain K12)	129
P0AE98	CSGF_ECOLI	Curli production assembly/transport component CsgF	csgF b1038 JW1021	Escherichia coli (strain K12)	138
P0AEB0	CYSW_ECOLI	Sulfate transport system permease protein CysW	cysW b2423 JW2416	Escherichia coli (strain K12)	291
P0AED9	DCM_ECOLI	DNA-cytosine methyltransferase (EC 2.1.1.37) (Type II methyltransferase M.EcoKDcm) (M.EcoKDcm)	dcm mec b1961 JW1944	Escherichia coli (strain K12)	472
P0AEE1	DCRB_ECOLI	Inner membrane lipoprotein DcrB	dcrB yhhR b3472 JW5682	Escherichia coli (strain K12)	185
P0AEK0	EXOX_ECOLI	Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X)	exoX yobC b1844 JW1833	Escherichia coli (strain K12)	220
P0AEL3	FEOA_ECOLI	Fe(2+) transport protein A (Ferrous iron transport protein A)	feoA b3408 JW3371	Escherichia coli (strain K12)	75
P0AEL6	FEPB_ECOLI	Ferric enterobactin-binding periplasmic protein FepB	fepB b0592 JW0584	Escherichia coli (strain K12)	318
P0AEM4	FLGM_ECOLI	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flgM b1071 JW1058	Escherichia coli (strain K12)	97
P0AEP1	GALP_ECOLI	Galactose-proton symporter (Galactose transporter)	galP b2943 JW2910	Escherichia coli (strain K12)	464
P0AEQ3	GLNH_ECOLI	Glutamine-binding periplasmic protein (GlnBP)	glnH b0811 JW0796	Escherichia coli (strain K12)	248
P0AEQ6	GLNP_ECOLI	Glutamine transport system permease protein GlnP	glnP b0810 JW0795	Escherichia coli (strain K12)	219
P0AEU3	HISM_ECOLI	Histidine/lysine/arginine/ornithine transport system permease protein HisM	hisM b2307 JW2304	Escherichia coli (strain K12)	238
P0AEW1	HYFE_ECOLI	Hydrogenase-4 component E (EC 1.-.-.-)	hyfE b2485 JW2470	Escherichia coli (strain K12)	216
P0AEW4	CPDA_ECOLI	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)	cpdA icc b3032 JW3000	Escherichia coli (strain K12)	275
P0AEX3	KGTP_ECOLI	Alpha-ketoglutarate permease	kgtP witA b2587 JW2571	Escherichia coli (strain K12)	432
P0AEX5	KPPR_ECOLI	Probable phosphoribulokinase (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)	prkB yhfF b3355 JW3318	Escherichia coli (strain K12)	289
P0AF01	MODB_ECOLI	Molybdenum transport system permease protein ModB	modB chlJ b0764 JW0747	Escherichia coli (strain K12)	229
P0AF08	APBC_ECOLI	Iron-sulfur cluster carrier protein	mrp b2113 JW2100	Escherichia coli (strain K12)	369
P0AF10	MTLR_ECOLI	Mannitol operon repressor (Mannitol repressor protein)	mtlR b3601 JW3575	Escherichia coli (strain K12)	195
P0AF20	NAGC_ECOLI	N-acetylglucosamine repressor	nagC nagR b0676 JW0662	Escherichia coli (strain K12)	406
P0AF40	YIJD_ECOLI	Inner membrane protein YijD	yijD b3964 JW3936	Escherichia coli (strain K12)	119
