Entry	Entry Name	Protein names	Gene Names	Organism	Length
P41819	DIM1_YEAST	Dimethyladenosine transferase (EC 2.1.1.183) (18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (18S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	DIM1 YPL266W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
P41903	PTE1_YEAST	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (EC 3.1.2.2) (Peroxisomal long-chain acyl-CoA thioesterase 1)	TES1 PTE1 YJR019C J1456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349
P41910	MAF1_YEAST	Repressor of RNA polymerase III transcription MAF1	MAF1 YDR005C YD8119.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
P41912	ERFD_YEAST	Ras modification protein ERF4 (Hyperactive Ras suppressor protein 5)	SHR5 ERF4 YOL110W HRC237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
P41930	SSU1_YEAST	Sulfite efflux pump SSU1 (Sulfite sensitivity protein SSU1)	SSU1 YPL092W LPG16W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	458
P41940	MPG1_YEAST	Mannose-1-phosphate guanyltransferase (EC 2.7.7.13) (ATP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase) (NDP-hexose pyrophosphorylase)	PSA1 MPG1 SRB1 VIG9 YDL055C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	361
P42826	XKS1_YEAST	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	XKS1 YGR194C G7584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	600
P42833	HXT14_YEAST	Hexose transporter HXT14	HXT14 HXT9 YNL318C N0345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	540
P42841	PFS2_YEAST	Polyadenylation factor subunit 2	PFS2 YNL317W N0348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
P42843	SKP2_YEAST	F-box protein SKP2	SKP2 YNL311C N0376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
P42846	KRI1_YEAST	Protein KRI1 (KRR1-interacting protein 1)	KRI1 YNL308C N0388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	591
P42847	RT18_YEAST	Small ribosomal subunit protein uS11m (37S ribosomal protein S18, mitochondrial) (YmS18)	MRPS18 YNL306W N0397	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
P42900	SLS1_YEAST	Sigma-like sequence protein 1, mitochondrial (Protein SLS1)	SLS1 YLR139C L3162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	643
P42934	PMT6_YEAST	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 (EC 2.4.1.109)	PMT6 YGR199W G7722	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
P42937	YCH1_YEAST	CDC25-like phosphatase YCH1 (EC 3.1.3.-) (CDC25 homolog 1)	YCH1 YGR203W G7731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
P42938	TDA10_YEAST	Probable ATP-dependent kinase TDA10 (EC 2.7.-.-) (Topoisomerase I damage affected protein 10)	TDA10 YGR205W G7737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
P42944	GZF3_YEAST	Protein GZF3	GZF3 YJL110C J0806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
P42950	GSM1_YEAST	Glucose starvation modulator protein 1	GSM1 YJL103C J0824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618
P43124	NSE4_YEAST	Non-structural maintenance of chromosome element 4 (Non-SMC element 4) (Protein QRI2)	NSE4 QRI2 YDL105W D2354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402
P43544	SNO3_YEAST	Probable pyridoxal 5'-phosphate synthase subunit SNO3 (EC 4.3.3.6) (PDX2 homolog 3) (Pdx2.3) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO3 YFL060C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
P43545	SNZ3_YEAST	Probable pyridoxal 5'-phosphate synthase subunit SNZ3 (PLP synthase subunit SNZ3) (EC 4.3.3.6) (PDX1 homolog 3) (Pdx1.3)	SNZ3 YFL059W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
P43549	AQY3_YEAST	Aquaglycerol porin AQY3 (Aquaporin-3)	AQY3 YFL054C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	646
P43550	DAK2_YEAST	Dihydroxyacetone kinase 2 (DHA kinase 2) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase 2) (Triokinase 2) (Triose kinase 2)	DAK2 YFL053W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	591
P43551	ZNF1_YEAST	Respiratory transcription factor ZNF1 (Zinc finger protein 1)	ZNF1 YFL052W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
P43553	ALR2_YEAST	Magnesium transporter ALR2 (Aluminum resistance protein 2)	ALR2 YFL050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	858
P43554	SWP82_YEAST	SWI/SNF global transcription activator complex subunit SWP82	SWP82 YFL049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	623
P43556	RGD2_YEAST	Rho-GTPase-activating protein RGD2	RGD2 YFL047W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714
P43560	LAM5_YEAST	Membrane-anchored lipid-binding protein LAM5 (Lipid transfer at contact site protein 2) (Lipid transfer protein anchored at membrane contact sites 1)	LAM5 LTC2 YFL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674
P43568	CAK1_YEAST	Serine/threonine-protein kinase CAK1 (EC 2.7.11.22) (CDK-activating kinase)	CAK1 CIV1 YFL029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
P43569	CAF16_YEAST	CCR4-associated factor 16	CAF16 YFL028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289
P43574	GAT1_YEAST	Transcriptional regulatory protein GAT1	GAT1 YFL021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	510
P43577	GNA1_YEAST	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	GNA1 PAT1 YFL017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159
P43579	IES1_YEAST	Ino eighty subunit 1	IES1 YFL013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692
P43581	HXT10_YEAST	Hexose transporter HXT10	HXT10 YFL011W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
P43582	WWM1_YEAST	WW domain-containing protein WWM1 (WW domain-containing protein interacting with metacaspase)	WWM1 YFL010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211
P43589	SAD1_YEAST	Pre-mRNA-splicing factor SAD1 (snRNP assembly-defective protein 1)	SAD1 YFR005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448
P43591	YFH7_YEAST	ATP-dependent kinase YFH7 (EC 2.7.1.-) (Altered inheritance of mitochondria protein 12)	YFH7 AIM12 YFR007W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
P43592	FAR7_YEAST	Factor arrest protein 7	FAR7 YFR008W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
P43596	IOC3_YEAST	ISWI one complex protein 3	IOC3 YFR013W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	787
P43606	PTR3_YEAST	SPS-sensor component PTR3 (Peptide transport protein 3)	PTR3 APF3 SSY3 YFR029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	678
P43610	IRC5_YEAST	Uncharacterized ATP-dependent helicase IRC5 (EC 3.6.4.-) (Increased recombination centers protein 5)	IRC5 YFR038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	853
P43614	KEG1_YEAST	Beta-1,6-glucan synthesis-associated protein KEG1 (KRE6-binding ER protein responsible for glucan synthesis protein 1)	KEG1 YFR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
P43619	NADC_YEAST	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	BNA6 QPT1 YFR047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
P43623	METC_YEAST	Putative cystathionine beta-lyase (CBL) (EC 4.4.1.13) (Beta-cystathionase) (Cysteine lyase) (Cysteine-S-conjugate beta-lyase) (Increased recombination centers protein 7)	IRC7 YFR055W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340
P43634	CHA4_YEAST	Activatory protein CHA4	CHA4 SIL2 SIL3 YLR098C L8004.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	648
P43638	MHP1_YEAST	MAP-homologous protein 1	MHP1 YJL042W J1206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1398
P45976	FIP1_YEAST	Pre-mRNA polyadenylation factor FIP1	FIP1 YJR093C J1911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327
P46670	TBCC_YEAST	Tubulin-specific chaperone C (Chromosome instability protein 2) (Tubulin-folding cofactor C)	CIN2 YPL241C P1043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
P46671	FAR3_YEAST	Factor arrest protein 3	FAR3 YMR052W YM9796.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	204
P46683	YAR1_YEAST	Ankyrin repeat-containing protein YAR1	YAR1 YPL239W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
P46784	RS10B_YEAST	Small ribosomal subunit protein eS10B (40S ribosomal protein S10-B)	RPS10B YMR230W YM9959.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
P46950	SNG1_YEAST	Nitrosoguanidine resistance protein SNG1	SNG1 YGR197C G7591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547
P46954	SIP4_YEAST	Protein SIP4	SIP4 YJL089W J0922	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	829
P46956	PHO86_YEAST	Inorganic phosphate transporter PHO86	PHO86 YJL117W J0744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	311
P46961	GPI2_YEAST	Phosphatidylinositol N-acetylglucosaminyltransferase GPI2 subunit (GPI-GlcNAc transferase complex subunit GPI2) (GPI-GnT subunit GPI2) (EC 2.4.1.198)	GPI2 GCR4 YPL076W LPF9W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	280
P46965	SPC1_YEAST	Signal peptidase complex subunit 1 (Microsomal signal peptidase subunit 1)	SPC1 YJR010C-A YJR010BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94
P46969	RPE_YEAST	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	RPE1 EPI1 POS18 YJL121C J0731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
P46970	NMD5_YEAST	Nonsense-mediated mRNA decay protein 5 (Karyopherin-119)	NMD5 KAP119 YJR132W J2112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1048
P46974	RSF2_YEAST	Respiration factor 2 (Zinc finger protein ZMS1)	RSF2 ZMS1 YJR127C J2052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1380
P46982	MNN5_YEAST	Alpha-1,2-mannosyltransferase MNN5 (EC 2.4.1.-)	MNN5 YJL186W J0409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
P46988	PFD1_YEAST	Prefoldin subunit 1 (Genes involved in microtubule biogenesis protein 6) (Gim complex subunit 6) (GimC subunit 6)	PFD1 GIM6 YJL179W J0488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
P46992	TOH1_YEAST	Probable circularly permuted 1,3-beta-glucanase YJL171C (EC 3.2.1.39) (TOS1 homolog)	TOH1 YJL171C J0512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
P47019	ALB1_YEAST	Ribosome biogenesis protein ALB1	ALB1 YJL122W J0723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
P47030	TAX4_YEAST	Protein TAX4	TAX4 YJL083W J1002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
P47031	IML2_YEAST	Inclusion body clearance protein IML2 (Increased minichromosome loss protein 2)	IML2 YJL082W J1007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	731
P47040	BTN1_YEAST	Protein BTN1	YHC3 BTN1 YJL059W J1139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408
P47042	IKS1_YEAST	Probable serine/threonine-protein kinase IKS1 (EC 2.7.11.1) (IRA1 kinase suppressor 1)	IKS1 YJL057C J1143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	667
P47052	SDHX_YEAST	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP) (SDH1b)	YJL045W J1194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	634
P47055	LOH1_YEAST	Outer spore wall protein 4 (Loss of heterozygosity protein 1)	LOH1 OSW4 YJL038C J1232	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219
P47056	IRC18_YEAST	Outer spore wall protein 6 (Increased recombination centers protein 18)	IRC18 OSW6 YJL037W J1234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
P47079	TCPQ_YEAST	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta)	CCT8 YJL008C J1374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	568
P47088	GPI14_YEAST	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	GPI14 PMH1 YJR013W J1444 YJR83.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403
P47089	DENR_YEAST	Translation machinery-associated protein 22 (Density-regulated protein homolog)	TMA22 RBF22 YJR014W J1446 YJR83.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
P47095	MTNB_YEAST	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	MDE1 YJR024C J1545 YJR83.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244
P47108	URB2_YEAST	Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2)	URB2 NPA2 YJR041C J1622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1174
P47117	ARP3_YEAST	Actin-related protein 3 (Actin-like protein ARP3) (Actin-like protein 3)	ARP3 ACT4 YJR065C J1760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449
P47118	YAE1_YEAST	Protein YAE1	YAE1 YJR067C J1805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141
P47123	MOG1_YEAST	Nuclear import protein MOG1 (Multicopy suppressor of GSP1)	MOG1 YJR074W J1827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218
P47125	I23O_YEAST	Indoleamine 2,3-dioxygenase (IDO) (EC 1.13.11.52) (Biosynthesis of nicotinic acid protein 2)	BNA2 YJR078W J1840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
P47133	EMC2_YEAST	ER membrane protein complex subunit 2	EMC2 YJR088C J1875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
P47135	JSN1_YEAST	Protein JSN1 (Pumilio homology domain family member 1)	JSN1 PUF1 YJR091C J1890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1091
P47137	YJ66_YEAST	Uncharacterized oxidoreductase YJR096W (EC 1.-.-.-)	YJR096W J1926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
P47138	DPH4_YEAST	Diphthamide biosynthesis protein 4 (J protein type 3)	JJJ3 DPH4 YJR097W J1931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
P47147	YMR1_YEAST	Phosphoinositide 3-phosphatase (EC 3.1.3.64) (Yeast myotubularin-related protein 1)	YMR1 YJR110W J2007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688
P47150	RT07_YEAST	Small ribosomal subunit protein uS7m (37S ribosomal protein S7, mitochondrial)	RSM7 YJR113C J2020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
P47161	VPS70_YEAST	Vacuolar protein sorting-associated protein 70 (EC 3.4.-.-)	VPS70 YJR126C J2050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
P47168	TTI2_YEAST	TEL2-interacting protein 2	TTI2 YJR136C J2124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	421
P47179	DAN4_YEAST	Cell wall protein DAN4 (Delayed anaerobic protein 4)	DAN4 YJR151C J2223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1161
P47180	PGLR_YEAST	Polygalacturonase (PG) (EC 3.2.1.15) (PGase SM) (Pectinase)	PGU1 PGL1 PSM1 YJR153W J2235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	361
P47185	HXT16_YEAST	Hexose transporter HXT16	HXT16 YJR158W J2260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567
P47771	ALDH2_YEAST	Aldehyde dehydrogenase [NAD(P)+] 1 (EC 1.2.1.3)	ALD2 ALD5 YMR170C YM8520.19C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
P47988	TEA1_YEAST	TY1 enhancer activator	TEA1 YOR337W O6257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
P48015	GCST_YEAST	Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT) (Glycine decarboxylase complex subunit T)	GCV1 YDR019C YD9335.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
P48232	SNAPN_YEAST	Biogenesis of lysosome-related organelles complex 1 subunit SNN1 (BLOC-1 subunit SNN1) (SNAPIN-like protein 1)	SNN1 YNL086W N2254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
P48234	NOL10_YEAST	Ribosome biogenesis protein ENP2 (Essential nuclear protein 2)	ENP2 YGR145W G6623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	707
P48239	GTO1_YEAST	Glutathione S-transferase omega-like 1 (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	GTO1 YGR154C G6664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	356
P48361	ASK10_YEAST	Activator of SKN7 protein 10 (Regulator of the glycerol channel 2)	ASK10 RGC2 YGR097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1146
P48363	PFD3_YEAST	Prefoldin subunit 3 (Genes involved in microtubule biogenesis protein 2) (Gim complex subunit 2) (GimC subunit 2)	PAC10 GIM2 PFD3 YGR078C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
P48365	GYP7_YEAST	GTPase-activating protein GYP7 (GAP for YPT7)	GYP7 YDL234C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	746
P48525	SYEM_YEAST	Glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	MSE1 YOL033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	536
P48527	SYYM_YEAST	Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	MSY1 YPL097W LPG11W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
P48565	PALH_YEAST	pH-response regulator protein palH/RIM21 (Regulator of IME2 protein 21)	RIM21 PAL2 YNL294C N0466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
P48567	PUS4_YEAST	tRNA pseudouridine synthase 4 (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase 4) (tRNA-uridine isomerase 4)	PUS4 YNL292W N0480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403
P48570	HOSC_YEAST	Homocitrate synthase, cytosolic isozyme (HCS) (EC 2.3.3.14)	LYS20 YDL182W D1298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
P48589	RS12_YEAST	Small ribosomal subunit protein eS12 (40S ribosomal protein S12)	RPS12 YOR369C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
P48606	TBCA_YEAST	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)	RBL2 YOR265W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
P48743	RFX1_YEAST	RFX-like DNA-binding protein RFX1	RFX1 CRT1 YLR176C L9470.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
P49089	ASNS1_YEAST	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	ASN1 YPR145W P9659.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
P49090	ASNS2_YEAST	Asparagine synthetase [glutamine-hydrolyzing] 2 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 2)	ASN2 YGR124W G6358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
P49167	RL38_YEAST	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	RPL38 YLR325C L8543.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78
P49367	LYS4_YEAST	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	LYS4 LYS3 YDR234W YD8419.01 YD9934.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693
P49954	NIT3_YEAST	Omega-amidase NIT3 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT3 YLR351C L9638.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
P49960	PRP24_YEAST	U4/U6 snRNA-associated-splicing factor PRP24 (U4/U6 snRNP protein)	PRP24 YMR268C YM8156.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
P50077	CCH1_YEAST	Calcium-channel protein CCH1	CCH1 YGR217W G8501	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2039
P50080	AZR1_YEAST	Azole resistance protein 1	AZR1 YGR224W G8537	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613
P50086	PSD10_YEAST	Probable 26S proteasome regulatory subunit p28 (Proteasome non-ATPase subunit 6)	NAS6 YGR232W G8564	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	228
P50109	PSP2_YEAST	Protein PSP2 (Mitochondrial regulator of splicing 15) (Polymerase suppressor protein 2)	PSP2 MRS15 YML017W YM9571.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593
P50276	MUP1_YEAST	High-affinity methionine permease	MUP1 YGR055W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574
P50277	BIOA_YEAST	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (Diaminopelargonic acid synthase)	BIO3 YNR058W N3510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480
P50278	SOL1_YEAST	6-phosphogluconolactonase-like protein 1	SOL1 YNR034W N3291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
P50873	MRK1_YEAST	Serine/threonine-protein kinase MRK1 (EC 2.7.11.1)	MRK1 YDL079C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
P50896	PSP1_YEAST	Protein PSP1 (Growth inhibitory protein 5) (Polymerase suppressor protein 1)	PSP1 GIN5 YDR505C D9719.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	841
P50944	AVT4_YEAST	Vacuolar amino acid transporter 4	AVT4 YNL101W N2185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
P50946	OCA1_YEAST	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 1)	OCA1 YNL099C N2194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
P51401	RL9B_YEAST	Large ribosomal subunit protein uL6B (60S ribosomal protein L9-B) (L8) (RP24) (YL11)	RPL9B RPL8B YNL067W N2406 YNL2406W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	191
P51533	PDR10_YEAST	ATP-dependent permease PDR10	PDR10 YOR328W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1564
P51534	SHE4_YEAST	SWI5-dependent HO expression protein 4	SHE4 YOR035C OR26.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	789
P51998	RL4P_YEAST	Large ribosomal subunit protein uL4m (54S ribosomal protein YmL6, mitochondrial)	YML6 YML025C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
P52492	UBC11_YEAST	Ubiquitin-conjugating enzyme E2-18 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 11) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	UBC11 YOR339C O6268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156
